Education,Income,Kidhome,Teenhome,MntWinesProducts,MntFruitsProducts,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProducts,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,AcceptedCmpLast,Relationship_status,TotalAMntspent,TotalCmpAccepted,TotalNumPurchases,Age,KidTeenhome
Graduate,25930.0,1,1,6,1,2,2,0,4,1,1,0,2,7,0,0,0,0,0,0,Unattached,15,0,3,47,2
Graduate,42693.0,1,0,8,4,20,6,3,16,1,1,0,3,5,0,0,0,0,0,0,Attached,57,0,4,36,1
Graduate,85606.0,0,1,717,42,864,219,30,84,2,6,7,9,3,0,0,0,1,0,0,Attached,1956,1,22,38,1
Graduate,72903.0,0,0,1067,138,750,0,19,39,1,7,5,8,4,0,1,1,1,0,1,Unattached,2013,4,20,29,0
Undergrad,49669.0,1,0,166,5,107,11,8,29,2,5,1,6,6,0,0,0,0,0,0,Attached,326,0,12,40,1
Post_grad,36778.0,1,1,29,4,34,2,4,4,3,3,0,3,9,0,0,0,0,0,0,Attached,77,0,6,46,2
Post_grad,85696.0,0,0,714,76,395,116,0,12,1,4,6,9,1,0,0,0,0,0,1,Unattached,1313,1,19,52,0
Post_grad,10979.0,0,0,8,4,10,2,2,4,2,3,0,3,5,0,0,0,0,0,0,Unattached,30,0,6,25,0
Graduate,49678.0,0,1,229,5,56,3,2,20,2,6,2,4,7,0,0,0,0,0,0,Attached,315,0,12,53,1
Post_grad,56129.0,0,1,320,48,133,39,72,48,4,6,2,10,4,0,0,0,0,0,0,Attached,660,0,18,61,1
Graduate,37155.0,1,0,23,0,26,7,15,3,1,2,0,4,5,0,0,0,0,0,0,Attached,74,0,6,25,1
Undergrad,21282.0,1,0,1,5,8,4,8,20,2,2,1,2,6,0,0,0,0,0,0,Unattached,46,0,5,36,1
Post_grad,33419.0,0,1,56,0,12,0,0,18,2,2,0,4,7,0,0,0,0,0,0,Unattached,86,0,6,52,1
Graduate,63285.0,0,0,508,124,249,50,38,134,1,6,5,13,3,0,0,0,0,0,0,Unattached,1103,0,24,69,0
Post_grad,21255.0,1,0,29,0,25,2,2,3,4,2,1,4,4,0,0,0,0,0,0,Attached,61,0,7,40,1
Graduate,42162.0,1,0,46,7,59,2,4,27,2,3,1,3,6,1,0,0,0,0,1,Attached,145,2,7,33,1
Graduate,54450.0,1,1,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,Attached,684,0,19,58,2
Post_grad,57744.0,0,1,350,3,39,0,0,19,2,9,1,4,8,0,0,0,0,0,0,Attached,411,0,14,60,1
Graduate,26576.0,1,0,10,0,8,0,0,9,1,1,0,2,9,1,0,0,0,0,1,Unattached,27,2,3,28,1
Post_grad,57513.0,0,0,735,40,183,52,20,30,2,9,3,13,6,0,0,0,0,0,0,Unattached,1060,0,25,71,0
Graduate,68142.0,0,1,897,126,196,91,112,37,3,10,4,7,6,0,0,0,0,0,0,Attached,1459,0,21,50,1
Graduate,7500.0,0,1,5,2,3,3,0,5,1,1,0,2,8,0,0,0,0,0,0,Attached,18,0,3,35,1
Graduate,83145.0,0,0,777,35,731,39,137,114,1,5,9,11,2,0,0,1,0,0,1,Attached,1833,2,25,40,0
Post_grad,54197.0,0,1,162,6,37,6,13,13,2,1,3,6,1,0,0,0,0,0,0,Attached,237,0,10,54,1
Post_grad,23091.0,1,1,35,0,11,0,0,2,4,2,1,3,7,0,0,0,0,0,0,Unattached,48,0,6,51,2
Graduate,46049.0,1,1,342,9,112,19,14,19,10,5,2,9,7,0,0,0,0,0,1,Attached,515,1,16,38,2
Graduate,56715.0,0,0,258,105,239,237,172,9,1,7,3,4,4,0,0,0,0,0,0,Attached,1020,0,14,40,0
Graduate,79410.0,0,0,658,80,483,123,13,13,1,3,2,5,1,0,0,0,0,0,0,Attached,1370,0,10,53,0
Graduate,57304.0,0,1,356,80,329,138,17,106,2,7,6,10,5,0,0,0,0,0,0,Attached,1026,0,23,63,1
Graduate,44375.0,0,1,213,5,28,7,7,41,1,4,1,6,5,0,0,0,0,0,0,Attached,301,0,11,49,1
Graduate,54450.0,1,1,454,0,171,8,19,32,12,9,2,8,8,0,0,0,0,0,0,Attached,684,0,19,58,2
Graduate,59594.0,0,1,457,4,29,0,0,9,1,8,1,7,7,0,1,0,0,0,0,Attached,499,1,16,49,1
Graduate,80685.0,0,0,241,45,604,34,26,54,1,6,4,10,2,0,0,0,0,0,0,Attached,1004,0,20,20,0
Post_grad,40344.0,0,1,210,0,6,0,0,2,2,4,1,5,7,0,0,0,0,0,0,Attached,218,0,10,40,1
Graduate,62710.0,0,1,441,35,83,7,29,11,4,4,2,12,4,0,0,0,0,0,0,Attached,606,0,18,42,1
Undergrad,48985.0,0,1,19,13,18,10,7,8,1,1,1,3,3,0,0,0,0,0,0,Attached,75,0,5,46,1
Graduate,35322.0,1,2,28,9,37,12,7,13,3,2,0,4,8,0,0,0,0,0,0,Attached,106,0,6,46,3
Graduate,77142.0,0,0,476,75,162,29,151,97,1,4,4,8,2,0,0,0,0,0,0,Attached,990,0,16,66,0
Graduate,81657.0,0,0,364,40,425,158,60,50,1,3,4,8,1,0,0,0,0,0,0,Unattached,1097,0,15,45,0
Undergrad,14421.0,0,0,0,0,2,3,3,8,1,1,0,2,5,1,0,0,0,0,0,Attached,16,1,3,18,0
Undergrad,20130.0,0,0,0,6,3,7,6,12,1,1,0,3,8,0,0,0,0,0,0,Attached,34,0,4,40,0
Post_grad,74214.0,0,0,863,83,547,86,99,33,1,8,2,5,5,0,0,0,0,0,0,Attached,1711,0,15,24,0
Post_grad,66726.0,1,1,349,7,35,0,0,47,3,8,2,4,7,0,1,0,0,0,0,Attached,438,1,14,57,2
Undergrad,23724.0,1,0,5,23,15,0,18,14,2,2,0,3,8,0,0,0,0,0,0,Attached,75,0,5,35,1
Post_grad,47353.0,0,1,184,2,19,8,8,4,3,2,2,6,5,0,0,0,0,0,0,Attached,225,0,10,54,1
Post_grad,33444.0,1,1,8,0,8,0,0,2,1,1,0,2,8,0,0,0,0,0,0,Attached,18,0,3,62,2
Graduate,54386.0,0,1,277,21,64,62,21,25,2,3,2,10,3,0,0,0,0,0,0,Attached,470,0,15,33,1
Graduate,28510.0,1,1,44,5,19,0,4,19,3,2,0,4,5,0,0,0,0,0,0,Unattached,91,0,6,33,2
Post_grad,90638.0,0,0,1156,120,915,94,144,96,1,3,4,10,1,0,0,1,0,0,0,Unattached,2525,1,17,23,0
Graduate,48070.0,0,1,373,14,83,6,9,19,3,8,2,6,7,0,0,0,0,0,0,Attached,504,0,16,64,1
Graduate,43140.0,0,1,134,8,76,6,0,11,1,4,1,5,6,0,0,0,0,0,0,Attached,235,0,10,57,1
Post_grad,54959.0,0,1,1148,0,60,0,0,24,3,9,5,4,7,0,1,0,0,0,1,Unattached,1232,2,18,53,1
Undergrad,15056.0,1,1,6,12,3,21,6,40,5,2,2,3,5,0,0,0,0,0,0,Unattached,88,0,7,56,2
Graduate,26954.0,1,0,4,1,11,0,0,1,1,1,0,2,7,0,0,0,0,0,0,Unattached,17,0,3,43,1
Graduate,22327.0,1,0,5,4,8,2,0,5,1,1,0,3,5,0,0,0,0,0,0,Unattached,24,0,4,29,1
Graduate,44393.0,1,1,24,2,20,2,2,10,2,1,0,4,4,0,0,0,0,0,0,Attached,60,0,5,49,2
Post_grad,62000.0,0,1,899,0,101,0,0,20,1,6,6,13,4,0,0,0,1,0,0,Unattached,1020,1,25,62,1
Post_grad,31497.0,0,1,108,1,28,13,1,4,2,3,1,4,8,0,0,0,0,0,0,Attached,155,0,8,52,1
Undergrad,45894.0,0,2,27,2,7,0,2,13,1,1,0,3,5,0,0,0,0,0,0,Attached,51,0,4,40,2
Post_grad,78579.0,0,0,816,66,549,216,66,99,1,5,6,4,3,0,0,0,0,0,1,Unattached,1812,1,15,44,0
Post_grad,67369.0,0,1,1298,0,70,37,14,42,4,7,4,10,4,0,1,1,0,0,1,Unattached,1461,3,21,45,1
Graduate,58401.0,0,1,10,0,11,17,29,29,1,1,2,2,4,0,0,0,0,0,0,Unattached,96,0,5,54,1
Graduate,62307.0,0,1,87,13,34,10,6,10,1,4,0,4,5,0,0,0,0,0,0,Unattached,160,0,8,62,1
Post_grad,43641.0,1,1,57,2,51,4,2,23,3,2,1,4,6,0,0,0,0,0,0,Attached,139,0,7,45,2
Post_grad,63841.0,0,1,635,15,100,20,7,131,1,9,3,9,6,0,0,0,0,0,0,Unattached,908,0,21,46,1
Undergrad,46891.0,0,1,43,12,23,29,15,61,1,2,1,4,4,0,0,0,0,0,0,Attached,183,0,7,49,1
Post_grad,70091.0,1,0,964,34,137,15,0,11,2,5,2,10,8,0,1,0,0,0,0,Attached,1161,1,17,45,1
Post_grad,78075.0,0,0,572,8,259,34,35,80,1,3,5,5,1,0,0,0,0,0,0,Attached,988,0,13,42,0
Undergrad,59184.0,0,1,341,142,113,259,151,66,3,6,6,12,5,0,0,0,0,0,0,Unattached,1072,0,24,53,1
Graduate,54809.0,1,1,63,6,57,13,13,22,4,2,1,5,4,0,0,0,0,0,0,Attached,174,0,8,37,2
Graduate,58113.0,0,1,221,104,169,102,78,84,3,9,2,8,7,0,0,0,0,0,0,Attached,758,0,19,55,1
Post_grad,51412.0,0,1,140,3,29,4,5,14,2,3,2,4,4,0,0,0,0,0,0,Attached,195,0,9,56,1
Graduate,15287.0,1,0,1,2,8,4,3,13,2,1,1,2,7,1,0,0,0,0,1,Unattached,31,2,4,35,1
Post_grad,66636.0,0,0,291,10,689,84,10,0,1,3,4,9,1,0,0,0,0,0,0,Attached,1084,0,16,57,0
Post_grad,50965.0,0,1,544,13,85,8,6,29,3,10,4,5,8,1,0,0,0,0,0,Attached,685,1,19,58,1
Post_grad,84618.0,0,0,684,100,801,21,66,0,1,6,9,10,2,0,0,1,0,0,0,Attached,1672,1,25,49,0
Graduate,18351.0,0,0,1,12,9,0,14,7,1,2,0,3,7,0,0,0,0,0,0,Attached,43,0,5,24,0
Post_grad,40451.0,0,2,35,0,4,0,0,10,1,1,1,2,5,1,0,0,0,0,0,Attached,49,1,4,57,2
Graduate,36317.0,0,1,87,3,25,3,2,13,2,3,0,4,7,0,0,0,0,0,0,Attached,133,0,7,49,1
Graduate,42213.0,0,1,309,3,24,4,3,20,2,5,1,7,7,0,1,0,0,0,0,Attached,363,1,13,57,1
Graduate,65748.0,0,1,172,73,93,95,78,34,2,2,4,10,1,0,0,0,0,0,0,Attached,545,0,16,59,1
Graduate,77044.0,0,1,625,38,242,50,34,76,2,7,11,11,4,1,0,0,0,0,0,Attached,1065,1,29,42,1
Graduate,74918.0,0,0,972,59,913,25,19,59,1,5,9,6,3,0,0,1,0,0,0,Attached,2047,1,20,45,0
Graduate,56721.0,1,1,157,6,39,6,13,75,5,4,1,5,6,0,0,0,0,0,0,Attached,296,0,10,42,2
Graduate,42160.0,1,1,48,9,45,3,15,20,4,2,1,4,6,0,0,0,0,0,1,Unattached,140,1,7,39,2
Graduate,61559.0,0,1,279,83,88,32,14,34,1,4,2,10,3,0,0,0,0,0,0,Unattached,530,0,16,49,1
Post_grad,33629.0,1,1,132,0,16,0,0,4,5,3,1,4,9,0,0,0,0,0,0,Attached,152,0,8,51,2
Post_grad,68682.0,0,0,919,0,505,99,30,45,1,4,9,10,2,0,0,0,0,0,0,Attached,1598,0,23,23,0
Graduate,34377.0,0,1,62,0,22,3,1,26,2,2,2,2,7,0,0,0,0,0,0,Unattached,114,0,6,51,1
Undergrad,8940.0,1,0,1,45,3,4,6,42,3,3,1,3,8,0,0,0,0,0,0,Unattached,101,0,7,28,1
Graduate,26228.0,1,0,2,6,4,3,1,9,1,1,0,2,8,0,0,0,0,0,0,Attached,25,0,3,41,1
Undergrad,77297.0,0,0,408,61,109,48,122,41,1,5,7,9,4,0,0,0,1,0,0,Unattached,789,1,21,57,0
Graduate,40211.0,1,1,51,1,7,2,1,25,2,2,1,2,8,1,0,0,0,0,0,Attached,87,1,5,33,2
Post_grad,33438.0,1,1,62,1,16,3,2,6,4,2,1,4,5,0,0,0,0,0,0,Unattached,90,0,7,56,2
Post_grad,75032.0,0,1,952,12,180,47,12,12,2,5,4,9,3,0,0,0,0,0,0,Attached,1215,0,18,55,1
Post_grad,61284.0,0,0,618,15,106,20,7,45,1,11,2,8,6,0,1,0,0,0,0,Unattached,811,1,21,59,0
Graduate,22518.0,1,0,11,7,12,2,2,27,2,2,1,2,5,1,0,0,0,0,1,Attached,61,2,5,28,1
Post_grad,54730.0,0,1,318,3,17,4,7,56,5,4,1,8,4,0,0,0,0,0,0,Attached,405,0,13,39,1
Post_grad,38452.0,1,1,56,0,14,0,0,2,3,3,0,3,7,0,0,0,0,0,0,Attached,72,0,6,59,2
Graduate,44421.0,1,1,110,5,59,7,1,7,5,5,0,4,8,0,0,0,0,0,0,Unattached,189,0,9,43,2
Post_grad,38197.0,1,0,23,0,11,2,1,3,1,1,0,3,5,0,0,0,0,0,0,Attached,40,0,4,28,1
Graduate,41986.0,0,1,27,5,8,8,3,12,3,3,0,4,4,0,0,0,0,0,0,Unattached,63,0,7,36,1
Graduate,28427.0,1,0,18,3,19,3,3,6,2,2,0,3,8,0,0,0,0,0,0,Attached,52,0,5,31,1
Post_grad,37395.0,1,0,18,0,9,0,1,11,1,1,0,3,6,0,0,0,0,0,0,Attached,39,0,4,38,1
Graduate,64722.0,1,0,303,0,280,60,147,15,4,8,2,11,6,0,0,0,0,0,0,Attached,805,0,21,43,1
Post_grad,55249.0,0,1,97,1,19,2,0,11,1,2,1,4,3,0,0,0,0,0,0,Attached,130,0,7,58,1
Graduate,84906.0,0,0,997,15,414,99,30,76,1,5,6,12,2,0,1,1,0,1,0,Attached,1631,3,23,42,0
Graduate,28691.0,1,0,5,4,13,8,0,4,1,1,0,3,8,0,0,0,0,0,0,Attached,34,0,4,25,1
Graduate,44213.0,1,1,95,11,35,0,4,7,4,2,1,5,6,0,0,0,0,0,0,Unattached,152,0,8,62,2
Undergrad,25707.0,1,0,1,6,2,3,6,3,1,1,0,3,7,0,0,0,0,0,0,Unattached,21,0,4,30,1
Post_grad,59062.0,2,1,46,1,12,3,0,9,2,2,0,3,4,0,0,0,0,0,0,Attached,71,0,5,47,3
Graduate,76624.0,0,1,411,106,147,54,115,66,1,5,10,7,1,1,0,0,0,0,0,Unattached,899,1,22,52,1
Post_grad,66000.0,0,0,244,51,270,101,0,45,1,1,3,5,1,0,0,0,0,0,0,Attached,711,0,9,67,0
Post_grad,27683.0,1,0,152,9,121,12,12,45,4,6,2,4,8,0,0,0,0,0,0,Attached,351,0,12,36,1
Graduate,1730.0,0,0,1,1,3,1,1,1,15,0,0,0,20,0,0,0,0,0,0,Unattached,8,0,0,43,0
Undergrad,7500.0,1,0,10,17,18,8,26,40,4,3,2,2,9,0,0,0,0,0,0,Unattached,119,0,7,22,1
Graduate,40521.0,1,1,12,0,5,0,0,4,1,0,1,2,5,0,0,0,0,0,0,Attached,21,0,3,46,2
Post_grad,20427.0,1,0,5,0,4,0,0,1,1,1,0,2,8,0,0,0,0,0,0,Attached,10,0,3,41,1
Graduate,65106.0,0,1,790,19,133,12,0,19,3,8,3,13,6,0,1,0,0,0,0,Attached,973,1,24,39,1
Post_grad,69969.0,0,0,882,29,514,38,29,44,1,4,2,6,3,0,0,1,1,0,1,Attached,1536,3,12,49,0
Graduate,67433.0,0,2,615,28,259,12,48,30,4,6,5,13,4,0,1,0,0,0,0,Attached,992,1,24,62,2
Post_grad,77766.0,0,1,1004,59,265,115,59,27,2,11,10,11,6,1,0,0,0,0,1,Attached,1529,2,32,47,1
Graduate,74716.0,0,1,133,27,421,13,195,71,2,7,3,5,4,0,0,0,0,0,0,Attached,860,0,15,42,1
Graduate,68118.0,0,1,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,Unattached,928,0,21,51,1
Post_grad,55158.0,1,1,293,0,87,4,11,23,4,7,2,5,7,0,0,0,0,0,1,Attached,418,1,14,44,2
Undergrad,62972.0,0,1,313,15,47,20,0,192,2,7,4,3,6,0,0,0,0,0,1,Attached,587,1,14,59,1
Graduate,74190.0,0,1,151,81,86,168,91,64,2,4,2,11,2,0,0,0,0,0,0,Attached,641,0,17,39,1
Graduate,39356.0,1,1,15,0,2,0,0,6,1,1,0,2,6,1,0,0,0,0,0,Attached,23,1,3,38,2
Graduate,76653.0,0,0,736,63,946,219,189,126,1,4,7,11,2,0,0,1,1,0,0,Attached,2279,2,22,45,0
Post_grad,35860.0,1,1,15,0,8,4,2,20,2,1,1,2,5,1,0,0,0,0,0,Unattached,49,1,4,41,2
Post_grad,90687.0,0,0,982,17,672,23,34,51,1,6,2,8,2,0,0,1,0,0,1,Unattached,1779,2,16,31,0
Post_grad,73450.0,0,0,1142,51,415,90,69,37,1,7,8,11,3,1,0,0,1,0,0,Attached,1804,2,26,32,0
Graduate,31454.0,1,1,28,0,11,0,0,9,3,2,0,3,8,0,0,0,0,0,0,Attached,48,0,5,54,2
Graduate,47139.0,1,1,46,0,12,0,2,23,2,2,1,2,7,0,0,0,0,0,1,Unattached,83,1,5,62,2
Graduate,83829.0,0,0,897,161,430,186,161,27,0,4,7,6,1,1,0,1,1,0,1,Unattached,1862,4,17,39,0
Post_grad,53378.0,1,1,489,6,152,8,6,132,10,9,4,6,8,0,0,0,0,0,1,Attached,793,1,19,51,2
Graduate,19656.0,1,0,25,4,9,6,8,32,3,2,1,3,7,0,0,0,0,0,0,Attached,84,0,6,44,1
Post_grad,45579.0,0,1,145,1,33,2,1,1,1,4,1,4,6,0,0,0,0,0,0,Attached,183,0,9,66,1
Undergrad,85485.0,0,0,630,26,611,44,18,54,1,6,6,6,2,0,0,0,0,0,0,Unattached,1383,0,18,56,0
Graduate,55956.0,0,0,760,38,104,50,9,38,2,7,3,4,4,0,1,0,0,0,0,Attached,999,1,14,70,0
Post_grad,64191.0,0,1,420,15,186,151,38,15,3,5,3,13,3,0,0,0,0,0,0,Unattached,825,0,21,51,1
Graduate,38808.0,1,0,125,17,52,3,19,30,4,5,1,4,8,1,0,0,0,0,1,Unattached,246,2,10,42,1
Post_grad,57183.0,1,1,464,5,64,7,0,70,8,9,1,7,8,0,0,0,0,0,0,Attached,610,0,17,48,2
Post_grad,23748.0,1,0,6,6,29,12,15,8,3,2,1,3,8,0,0,0,0,0,0,Unattached,76,0,6,46,1
Graduate,66303.0,0,1,1090,12,96,16,12,60,4,3,4,11,8,0,1,0,0,0,0,Attached,1286,1,18,43,1
Post_grad,37368.0,1,0,3,2,11,2,2,10,1,1,0,2,6,1,0,0,0,0,0,Attached,30,1,3,39,1
Graduate,40800.0,1,2,24,0,27,8,30,10,2,3,0,3,7,0,0,0,0,0,0,Attached,99,0,6,50,3
Graduate,71847.0,0,0,737,21,106,55,63,210,0,6,7,9,3,0,0,0,1,0,0,Unattached,1192,1,22,36,0
Graduate,46149.0,0,1,254,6,71,4,0,27,5,5,1,7,5,0,0,0,0,0,0,Attached,362,0,13,39,1
Graduate,78687.0,0,0,817,185,687,145,55,241,1,4,6,8,2,0,0,1,0,0,1,Attached,2130,2,18,31,0
Undergrad,49118.0,0,0,620,54,239,99,98,119,2,9,7,10,7,0,1,0,0,1,1,Unattached,1229,3,26,43,0
Post_grad,37633.0,1,1,13,4,20,0,0,1,2,1,0,3,9,0,0,0,0,0,0,Attached,38,0,4,57,2
Post_grad,39767.0,0,0,113,61,204,34,26,47,2,7,1,7,8,0,0,0,0,0,0,Attached,485,0,15,63,0
Undergrad,26997.0,0,0,7,23,78,133,49,144,2,4,2,5,7,0,0,0,0,0,0,Attached,434,0,11,63,0
Graduate,33986.0,1,0,16,2,18,2,1,5,1,1,0,3,7,0,0,0,0,0,0,Unattached,44,0,4,44,1
Post_grad,57091.0,0,1,462,0,24,6,0,4,2,9,2,5,7,0,1,0,0,0,1,Attached,496,2,16,42,1
Undergrad,46831.0,1,1,22,2,10,6,4,34,2,1,2,2,4,0,0,0,0,0,0,Attached,78,0,5,45,2
Post_grad,83151.0,0,0,968,147,842,137,42,210,1,5,7,10,2,1,0,1,1,0,1,Attached,2346,4,22,42,0
Graduate,52531.0,0,0,283,112,151,51,72,125,2,7,2,10,6,0,0,0,0,0,0,Attached,794,0,19,43,0
Graduate,15759.0,0,0,1,2,5,6,0,3,1,1,0,2,7,0,0,0,0,0,0,Attached,17,0,3,58,0
Graduate,22804.0,1,0,14,1,7,2,1,1,1,2,0,2,9,0,0,0,0,0,0,Unattached,26,0,4,43,1
Undergrad,43050.0,1,0,30,5,24,6,3,8,2,2,0,4,5,0,0,0,0,0,0,Attached,76,0,6,41,1
Post_grad,42997.0,1,1,4,0,5,0,1,5,1,1,0,2,7,0,0,0,0,0,0,Unattached,15,0,3,37,2
Post_grad,48918.0,1,1,52,0,9,0,0,1,2,1,0,4,4,0,0,0,0,0,0,Unattached,62,0,5,51,2
Post_grad,60033.0,0,1,62,1,57,19,11,48,2,2,1,5,2,0,0,0,0,0,0,Attached,198,0,8,60,1
Post_grad,34043.0,1,0,20,2,14,3,0,10,1,2,0,2,9,0,0,0,0,0,0,Attached,49,0,4,36,1
Graduate,57811.0,0,1,545,7,114,37,21,78,5,7,2,11,5,0,1,0,0,0,0,Attached,802,1,20,48,1
Graduate,78569.0,0,0,558,79,622,207,175,95,1,4,6,4,1,0,0,1,0,0,1,Attached,1736,2,14,68,0
Graduate,7500.0,1,1,6,5,4,13,4,25,4,2,1,3,6,0,0,0,0,0,0,Unattached,57,0,6,36,2
Post_grad,157733.0,1,0,39,1,9,2,0,8,0,1,0,1,1,0,0,0,0,0,0,Attached,59,0,2,43,1
Graduate,94384.0,0,0,1111,24,790,160,45,172,0,5,8,5,2,0,1,1,1,0,1,Attached,2302,4,18,61,0
Undergrad,23148.0,0,0,4,6,8,6,3,10,1,2,0,3,7,0,0,0,0,0,0,Attached,37,0,5,29,0
Graduate,44267.0,1,1,183,5,65,3,5,49,5,5,2,4,9,0,0,0,0,0,0,Unattached,310,0,11,44,2
Graduate,71626.0,0,0,546,72,376,94,145,72,1,5,5,8,3,0,1,0,0,0,0,Attached,1305,1,18,35,0
Graduate,60894.0,0,1,606,7,155,10,0,54,5,10,3,8,7,0,0,0,0,0,0,Attached,832,0,21,48,1
Graduate,50200.0,1,1,266,6,51,8,6,64,6,7,1,5,8,0,0,0,0,0,0,Attached,401,0,13,38,2
Post_grad,81051.0,0,0,1142,29,249,38,29,14,1,5,5,12,2,0,1,1,0,0,0,Attached,1501,2,22,49,0
Graduate,65169.0,0,0,1074,0,69,0,0,46,1,10,4,13,6,1,0,1,1,1,1,Attached,1189,5,27,32,0
Graduate,59868.0,0,1,771,51,154,54,10,154,7,11,2,12,6,0,0,0,0,0,0,Attached,1194,0,25,42,1
Post_grad,65695.0,0,1,371,32,189,0,58,6,2,5,4,10,4,0,0,0,0,0,0,Attached,656,0,19,54,1
Post_grad,64857.0,0,0,556,14,717,210,0,43,1,7,5,10,4,0,0,0,0,0,0,Unattached,1540,0,22,58,0
Post_grad,45143.0,0,1,202,5,74,11,5,14,3,6,1,5,7,0,0,0,0,0,0,Attached,311,0,12,49,1
Undergrad,74805.0,0,1,209,162,209,41,162,37,5,4,7,10,2,0,0,0,0,0,0,Attached,820,0,21,59,1
Undergrad,59060.0,1,0,35,40,111,36,40,12,3,3,1,7,4,0,0,0,0,0,0,Attached,274,0,11,25,1
Post_grad,27238.0,1,1,37,0,17,0,0,3,3,3,0,3,9,0,0,0,0,0,0,Unattached,57,0,6,52,2
Graduate,47009.0,0,1,171,45,73,59,10,90,4,3,2,8,4,0,0,0,0,0,0,Attached,448,0,13,49,1
Undergrad,46094.0,1,1,12,2,20,3,2,5,1,1,0,3,7,0,0,0,0,0,0,Attached,44,0,4,41,2
Graduate,40321.0,1,1,44,4,21,6,0,27,2,3,0,3,7,0,0,0,0,0,0,Attached,102,0,6,42,2
Graduate,37235.0,1,0,20,2,9,4,6,20,1,1,1,2,4,0,0,0,0,0,0,Attached,61,0,4,30,1
Post_grad,81843.0,0,0,779,86,537,34,69,138,1,5,9,12,3,0,0,0,0,0,0,Attached,1643,0,26,54,0
Post_grad,46692.0,0,1,170,6,97,24,12,88,3,6,1,5,6,0,0,0,0,0,0,Attached,397,0,12,56,1
Graduate,77382.0,0,1,491,48,231,112,105,134,2,5,7,12,1,0,0,1,0,0,0,Attached,1121,1,24,46,1
Graduate,37774.0,2,0,173,8,107,7,2,176,4,7,2,3,9,1,0,0,0,0,1,Unattached,473,2,12,37,2
Undergrad,18393.0,1,0,7,10,13,16,0,4,2,3,0,3,8,0,0,0,0,0,0,Attached,50,0,6,40,1
Post_grad,72828.0,0,1,1205,0,235,19,14,205,6,6,3,13,7,0,0,0,0,0,0,Attached,1678,0,22,52,1
Graduate,24711.0,0,0,10,7,25,6,3,7,1,3,0,3,7,0,0,0,0,0,0,Attached,58,0,6,32,0
Post_grad,45503.0,1,0,97,4,44,6,1,18,1,3,1,4,5,0,0,0,0,0,0,Attached,170,0,8,39,1
Post_grad,6560.0,0,0,67,11,26,4,3,262,0,1,0,1,17,0,0,0,0,0,0,Unattached,373,0,2,32,0
Post_grad,71604.0,0,0,345,53,528,98,75,97,1,8,3,5,4,1,0,0,0,0,1,Attached,1196,2,16,69,0
Graduate,27244.0,1,0,6,5,17,3,24,46,2,2,2,2,7,0,0,0,0,0,0,Attached,101,0,6,35,1
Graduate,48752.0,1,1,73,57,100,71,15,0,5,6,1,5,9,0,0,0,0,0,1,Attached,316,1,12,45,2
Graduate,71434.0,0,1,711,36,217,172,96,168,3,7,4,7,4,0,1,0,1,0,0,Attached,1400,2,18,52,1
Graduate,90842.0,0,0,774,70,118,182,187,93,1,4,9,13,1,0,0,0,0,0,0,Unattached,1424,0,26,66,0
Post_grad,88097.0,1,0,163,0,480,0,126,75,1,6,5,8,9,0,1,1,1,0,1,Attached,844,4,19,36,1
Graduate,51948.0,0,1,82,33,54,71,30,41,2,5,2,4,5,0,0,0,0,0,0,Attached,311,0,11,39,1
Graduate,71853.0,0,0,358,108,413,141,97,32,1,2,8,6,1,0,0,0,0,0,0,Attached,1149,0,16,32,0
Post_grad,35876.0,0,0,66,2,40,4,3,14,1,3,1,3,6,0,0,0,0,0,0,Attached,129,0,7,31,0
Graduate,40049.0,0,1,13,6,7,0,3,3,1,1,0,3,6,0,0,0,0,0,0,Unattached,32,0,4,62,1
Graduate,39660.0,1,0,139,13,78,20,13,36,3,7,1,3,9,0,0,0,0,0,1,Unattached,299,1,11,32,1
Graduate,50127.0,0,1,274,0,21,4,6,15,1,5,1,6,6,0,1,0,0,0,0,Attached,320,1,12,52,1
Post_grad,43263.0,0,1,262,6,61,0,10,102,3,5,2,6,5,0,0,0,0,0,0,Attached,441,0,13,37,1
Post_grad,62845.0,1,1,1099,0,45,0,0,34,11,3,4,10,8,0,1,0,0,0,1,Attached,1178,2,17,65,2
Graduate,18929.0,0,0,32,0,8,23,4,18,1,1,0,4,6,0,0,0,0,0,0,Attached,85,0,5,24,0
Undergrad,24367.0,1,0,2,4,2,0,11,5,1,1,0,2,9,0,0,0,0,0,0,Unattached,24,0,3,32,1
Graduate,33249.0,1,0,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,Unattached,112,0,6,39,1
Undergrad,26887.0,0,1,6,7,4,3,4,6,1,1,0,3,6,0,0,0,0,0,0,Attached,30,0,4,55,1
Post_grad,50150.0,0,0,135,46,92,65,61,11,2,5,2,7,5,0,0,0,0,0,0,Attached,410,0,14,31,0
Graduate,62061.0,0,1,641,7,84,0,30,38,3,10,4,7,6,0,1,0,0,0,0,Attached,800,1,21,38,1
